shot_id,duration,shot_type,camera,character,action,dialogue,Image_Prompt,Video_Prompt
50,4,特写,固定,无脸男,无脸男的面具微微低垂，然后他整个身体像烟雾一样沉入桥面的阴影中，消失不见。,,"Extreme close-up on No-Face's white mask. The mask tilts downward slightly. Then, his entire black, formless body begins to melt and sink into the shadows of the wooden bridge planks, disappearing like ink in water. Studio Ghibli style, magical dissolution effect, detailed texture, mysterious atmosphere.","Extreme close-up on No-Face's mask. It tilts down. His dark form then liquefies and sinks into the shadows of the bridge, vanishing completely. The camera remains static on the now-empty spot. Studio Ghibli animation, smooth, eerie transformation effect."
51,4,中景,摇摄,澡堂员工，无脸男,无脸男出现在热闹的澡堂大厅角落，一个青蛙员工疑惑地走近他。,青蛙员工：“喂，你在这里做什么？”,"Medium shot inside the bustling bathhouse main hall. No-Face stands silently in a dim corner. A frog employee in worker attire approaches him, looking suspicious. Rich, detailed bathhouse interior with steam, lanterns, and other spirits. Studio Ghibli style, crowded environment, contrast between lively background and silent figure.","A medium shot panning across the busy bathhouse hall, settling on No-Face standing in a corner. A frog employee walks into frame, approaching him with a questioning look. The camera follows the employee's movement. Studio Ghibli style, bustling atmosphere, steam effects."
52,3,近景,固定,无脸男,无脸男的手从黑袍中伸出，手掌向上，变出一大把闪闪发光的金粒。,,"Close-up on No-Face's hand emerging from his black robe. His palm is open, and from it, a small pile of glowing, sparkling gold nuggets materializes. The gold shines brightly against the dark fabric. Studio Ghibli style, magical creation effect, detailed gold texture, warm light source from the gold.","Close-up on No-Face's hand. Gold nuggets sparkle into existence on his palm, glowing with a warm light. The camera holds on the magical creation. Studio Ghibli animation, focus on the transformative magic, sparkling particle effects."
53,3,特写,快速推近,青蛙员工,青蛙员工的眼睛瞪得巨大，紧紧盯着金子，脸上露出极度贪婪和震惊的表情。,青蛙员工：“金、金子！”,"Extreme close-up on the frog employee's face. His eyes are wide open, bulging with greed and astonishment, reflecting the sparkle of the gold. His mouth is slightly agape. Studio Ghibli style, exaggerated, expressive facial animation, comedic greed, reflection in the eyes.","An extreme close-up that quickly pushes into the frog employee's face. His eyes widen dramatically, fixated on the gold. His expression shifts to pure avarice. Studio Ghibli style, fast push-in for comedic and dramatic effect, highlighting greed."
54,5,全景,快速摇摄,澡堂员工们，无脸男,消息传开，大批员工疯狂地涌向无脸男，将他团团围住，伸手讨要金子，场面混乱。,众员工：“给我！给我金子！”,"Wide shot of the bathhouse hall in chaos. A crowd of frog and other spirit employees mob around No-Face, pushing and shoving, their hands outstretched desperately. No-Face stands calmly in the center, producing more gold. Studio Ghibli style, chaotic crowd scene, dynamic poses, sense of frenzy and greed.","A wide shot that quickly pans across the hall, showing employees running from all directions to swarm around No-Face. The camera movement is frantic, matching the chaos. Studio Ghibli animation, crowded, lively chaos, characters pushing into frame."
55,4,中景,俯拍，环绕,无脸男,无脸男被众人簇拥着，开始向空中抛洒大量金粒，金子像雨一样落下。,,"Medium shot from a high angle, looking down at No-Face surrounded by the crowd. He raises his arms, and a shower of glittering gold nuggets pours from his sleeves into the air, raining down on the scrambling employees. Studio Ghibli style, magical gold rain, top-down perspective, frenzied crowd below.","A medium shot from above, slowly circling around No-Face. He lifts his arms, and a torrent of gold nuggets erupts from him, showering down. The camera circles to show the gold rain from all angles. Studio Ghibli style, dynamic circling shot, particle effects for gold."
56,3,特写,快速变焦,无脸男,无脸男的面具开始扭曲变形，嘴巴的部分裂开一个巨大的、贪婪的黑洞。,,"Extreme close-up on No-Face's mask. The smooth white surface distorts, and a huge, dark, gaping maw tears open where the mouth should be. The void is deep and threatening. Studio Ghibli style, dramatic transformation, smooth but terrifying animation, contrast between white mask and black void.","An extreme close-up on No-Face's mask. It warps and stretches, and a large, black mouth rapidly opens wide. A quick zoom emphasizes the sudden, frightening change. Studio Ghibli animation, fast, smooth transformation to monstrous form."
57,2,近景,手持晃动,青蛙员工,一个拿着金子的青蛙员工惊恐地后退，但被无脸男伸长的手臂猛地抓住。,青蛙员工：“哇啊！放开我！”,"Close-up, shaky shot of a frog employee clutching gold, his face filled with terror. A long, black, arm-like extension from No-Face shoots into frame and grabs him tightly. Studio Ghibli style, dynamic action, sense of panic, the arm is fluid and unnatural.","A close-up, handheld-style shaky shot of a terrified frog employee. A black, stretching arm from off-screen swiftly enters the frame and snatches him, pulling him back. The camera shakes with the sudden action. Studio Ghibli style, frantic energy, quick movement."
58,3,中景,快速拉远,无脸男,无脸男巨大的嘴巴像黑洞一样，将挣扎的青蛙员工整个吞了进去，身体膨胀了一下。,,"Medium shot of No-Face. His giant black maw gapes open, and the struggling frog employee is sucked into the void. No-Face's body momentarily swells and contorts from the ingestion. Studio Ghibli style, surreal and frightening swallowing action, body distortion, dark magical effect.","A medium shot of No-Face. His mouth opens wide, and the frog employee is pulled in swiftly. The camera quickly pulls back as No-Face's body bloats temporarily. Studio Ghibli animation, fast, impactful swallowing motion, emphasis on the grotesque act."
59,4,全景,快速横摇,澡堂员工们，无脸男,澡堂陷入更大的恐慌，员工们尖叫着四散奔逃，无脸男在混乱中移动，继续吞食。,众员工：“吃人了！快跑啊！”,"Wide shot of the bathhouse hall in utter panic. Employees are running in all directions, screaming. No-Face, now larger and more monstrous, lumbers through the chaos, his form shifting. Studio Ghibli style, chaotic逃亡 scene, dynamic camera, sense of scale and terror.","A wide shot that rapidly pans sideways, following the fleeing crowd. No-Face moves in the background, his form consuming others. The fast pan creates a disorienting sense of panic. Studio Ghibli style, fast-paced action, chaotic movement in frame."
60,3,特写,低角度仰拍,无脸男,无脸男吞下多人后，身体变得巨大臃肿，面具上浮现出被他吞食的青蛙脸，发出混杂的声音。,无脸男（混杂声）：“饿……好饿……还要……”,"Low-angle extreme close-up of No-Face's enlarged face/mask. The faces of the swallowed frog employees press against the inside of his mask from within, distorting its surface. The mask itself seems to pulse. Studio Ghibli style, grotesque and haunting imagery, internal torment made visible, unsettling detail.","An extreme close-up from a low angle, looking up at No-Face's distorted mask. The faces inside push against the surface, creating moving bulges. The camera holds, emphasizing the horror. Studio Ghibli animation, subtle, creepy movement under the mask surface."
61,5,中景,缓慢推进,千寻，无脸男,千寻勇敢地走向庞大、暴走的无脸男，手里紧紧握着河神给的苦丸子，表情坚定。,千寻：“这个，给你吃。”,"Medium shot of Chihiro walking determinedly towards the gigantic, monstrous No-Face who towers over the destroyed bathhouse hall. She holds a small, dark herbal dumpling in her hand. Her expression is resolute yet compassionate. Studio Ghibli style, dramatic size contrast, focus on Chihiro's courage, detailed background of destruction.","A medium shot slowly pushing in on Chihiro as she walks forward. The gigantic, restless form of No-Face looms in the background. The push-in emphasizes her determination and the scale of the challenge. Studio Ghibli style, slow, deliberate camera movement, emotional focus."
62,4,近景,交替对切,千寻，无脸男,千寻抬头看着无脸男，伸出手。无脸男低下头，巨大的面具靠近她的小手。,,"Close-up shot-reverse-shot. Chihiro looks up, her hand outstretched with the dumpling. Reverse shot: No-Face's massive, distorted mask lowers, his giant black maw looming near her hand. The size difference is stark. Studio Ghibli style, intimate yet tense moment, detailed facial expressions and monstrous features.","A series of close-up shots alternating between Chihiro's determined face and outstretched hand, and No-Face's giant mask descending towards it. The editing creates tension and connection. Studio Ghibli animation, focused on the exchange between the two characters."
63,3,特写,固定,无脸男,无脸男从千寻手中吞下苦丸子。他的喉咙动了一下。,,"Extreme close-up on No-Face's gaping maw as the small herbal dumpling is placed into it by a small hand. The black void closes slightly as he swallows. Studio Ghibli style, focus on the act of ingestion, contrast between the small dumpling and the large mouth.","An extreme close-up on No-Face's mouth. Chihiro's hand places the dumpling inside. The mouth closes briefly as he swallows. The camera holds static. Studio Ghibli style, simple but significant action."
64,2,特写,快速拉近,无脸男,无脸男面具上的眼睛突然睁大，露出痛苦和震惊的神色。,,"Extreme close-up on No-Face's mask eyes. They widen dramatically, showing a sudden shock and physical discomfort. The usually blank expression is broken by clear emotion. Studio Ghibli style, expressive animation on a simple mask, conveying internal reaction.","A quick zoom into No-Face's mask eyes as they fly open wide, indicating the丸子's effect taking hold. The fast zoom adds impact to the reaction. Studio Ghibli animation, sudden change in expression."
65,4,中景,拉远并仰拍,无脸男,无脸男巨大的身体开始剧烈抽搐、收缩，他痛苦地弯下腰，双手捂住肚子。,无脸男：“呃啊……！”,"Medium low-angle shot of No-Face's gigantic form. He convulses violently, his body writhing and shrinking. He doubles over in agony, his dark hands clutching his swollen midsection. Studio Ghibli style, dynamic contortion, sense of purging and collapse, dramatic posing.","A medium shot that starts close and pulls back while tilting up, showing No-Face's entire body convulsing and collapsing in on itself. The camera movement emphasizes the scale of his distress. Studio Ghibli style, dynamic camera pull-back with character animation."
66,3,全景,固定,无脸男,无脸男开始剧烈呕吐，从嘴里喷出大量的黑色泥浆、水和被吞下的杂物。,,"Wide shot of No-Face hunched over. A torrent of black sludge, water, and indistinct objects erupts from his mouth, flooding the floor around him. The expulsion is forceful and continuous. Studio Ghibli style, grotesque but cathartic purging, detailed fluid dynamics, messy aftermath.","A static wide shot of No-Face. A powerful stream of black liquid and debris vomits forth from his mouth, splashing across the floor. The camera holds, capturing the full extent of the purge. Studio Ghibli animation, focus on the forceful expulsion effect."
67,4,中景,跟随,青蛙员工们，无脸男,几个被吐出的青蛙员工从泥浆中爬出来，咳嗽着，一脸茫然和虚弱，但还活着。,青蛙员工：“咳…咳…我们这是…？”,"Medium shot following a couple of frog employees as they crawl out of the pool of black vomit. They are soaked, disoriented, and coughing, but clearly alive and returning to their normal forms. Studio Ghibli style, relief after horror, detailed wet and messy character design, expressive confusion.","A medium shot that follows a frog employee as he struggles to stand up from the black sludge. The camera moves with him, emphasizing his disorientation and recovery. Studio Ghibli style, focus on the characters' return to normalcy."
68,5,近景,缓慢推进,无脸男,无脸男吐完后，身体缩小回原来的大小。他瘫坐在地上，面具低垂，显得疲惫而平静。,,"Close-up slowly pushing in on No-Face. He has shrunk back to his original slender form, sitting exhausted in the mess. His white mask is tilted down, conveying a sense of emptiness, relief, and purification. Studio Ghibli style, emotional stillness after storm, subtle character expression.","A close-up that slowly pushes in on No-Face's seated form. His body is still, mask downcast. The slow push-in emphasizes his exhausted, purified state after the violent purge. Studio Ghibli style, calm, reflective camera movement."
69,4,中景,过肩镜头,千寻，无脸男,千寻走到无脸男面前，蹲下身，平静地看着他。无脸男微微抬起头。,千寻：“你不能再待在这里了。跟我来。”,"Medium over-the-shoulder shot from behind Chihiro. She kneels in front of the seated No-Face, looking at him with kindness and resolve. No-Face's mask is slightly raised towards her. Studio Ghibli style, intimate connection, focus on Chihiro's leadership and compassion, calm composition.","An over-the-shoulder shot from behind Chihiro as she kneels to face No-Face. The camera focuses on her back and the subdued figure of No-Face in front of her. It's a moment of quiet connection. Studio Ghibli style, stable shot, emotional resonance."
70,6,全景,缓慢拉远,千寻，无脸男,千寻站起身，向澡堂外走去。无脸男默默地站起来，像影子一样安静地跟在她身后。,,"Wide shot of the devastated bathhouse hall. Chihiro walks towards an exit, her figure determined. No-Face, now calm and slender, follows a few steps behind her like a silent companion. The scene is littered with the aftermath of the purge. Studio Ghibli style, symbolic departure, path to redemption, detailed environment.","A wide shot that slowly pulls back as Chihiro walks away, with No-Face following. The camera reveals the messy hall and their journey towards the exit, emphasizing a new beginning. Studio Ghibli style, slow pull-out, establishing the next chapter of their journey."
71,6,全景,固定,千寻，无脸男,千寻和无脸男安静地并肩坐在空荡的电车车厢里，窗外是广阔的蓝色水域和天空。,,"Studio Ghibli style, a wide shot inside a vintage train carriage, a young girl and a tall dark spirit sitting quietly side by side on a bench seat, large windows showing a vast expanse of blue water and sky outside, soft afternoon light streaming in, creating a serene and melancholic atmosphere, detailed watercolor textures, gentle colors.","Studio Ghibli style, a static wide shot inside a moving vintage train. A young girl and a tall dark spirit sit silently next to each other on a bench. Through the large windows, a vast blue sea and sky slowly pass by. Soft, warm afternoon light fills the carriage, creating a peaceful, transient mood. The scene is calm and contemplative."
72,5,中景,缓慢推近,千寻,千寻望着窗外流动的风景，眼神平静而坚定，手里紧紧握着钱婆婆给她的发绳。,,"Studio Ghibli style, medium shot of a young girl sitting by a train window, her face is calm and determined as she looks out at the passing seascape, she holds a handmade hair tie tightly in her hand, soft light illuminates her profile, detailed expression, gentle wind blows her hair slightly, melancholic and hopeful mood.","Studio Ghibli style, a slow push-in to a medium shot of the young girl by the train window. She gazes out at the endless blue sea passing by, her expression is a mix of resolve and nostalgia. She clutches a handmade hair tie in her hand. The camera gently moves closer, emphasizing her inner strength and the journey's significance."
73,4,近景,固定,无脸男,无脸男安静地坐在千寻旁边，微微低着头，面具般的脸上没有任何表情，但姿态显得温顺。,,"Studio Ghibli style, close-up of the tall dark spirit No-Face sitting quietly, his mask-like face is expressionless, he slightly bows his head in a submissive and calm manner, sitting next to the girl, soft ambient light in the train carriage, highlighting his simple black form, a sense of peace and companionship.","Studio Ghibli style, a static close-up of No-Face sitting beside the girl. He remains perfectly still, his featureless face pointed downward. The gentle rocking of the train and the soft light create a tranquil moment, showing his transformed, peaceful state after finding a place with Chihiro."
74,5,全景,摇摄,千寻，无脸男,电车缓缓停靠在一个被水包围的孤独站台，站牌上写着“沼底”。千寻起身准备下车。,,"Studio Ghibli style, wide shot from inside the train, viewing a small, lonely wooden platform station surrounded by shallow water and reeds, the station sign reads 'Swamp Bottom', the vintage train has come to a stop, a young girl stands up to get off, soft twilight glow, serene and isolated atmosphere.","Studio Ghibli style, a wide shot with a slow pan as the vintage train glides to a stop at a secluded waterlogged station. The sign 'Swamp Bottom' is visible. The young girl rises from her seat, preparing to disembark into the tranquil, twilight environment. The scene feels remote and mystical."
75,4,中景,跟随,千寻，无脸男,千寻和无脸男走下电车，踏在水中的站台上，水面倒映着黄昏的天空。,,"Studio Ghibli style, medium shot from a low angle, a young girl and a tall dark spirit stepping off a train onto a wooden platform submerged in calm water, the golden-orange sky of dusk is reflected perfectly on the water's surface, creating a mirror effect, serene and beautiful, detailed water reflections, Ghibli color palette.","Studio Ghibli style, a following medium shot as Chihiro and No-Face step down from the train car onto the flooded platform. The camera follows their movement, capturing the perfect reflection of the stunning dusk sky in the still water around their feet. The moment is quiet, beautiful, and slightly surreal."
76,6,全景,拉远,千寻，无脸男,千寻和无脸男走过一条长长的、通往远处小山丘的水中步道，背景是广阔的湿地和温暖的夕阳。,,"Studio Ghibli style, wide establishing shot, a long wooden walkway stretches across a vast wetland towards a small hill in the distance, a tiny cottage with a smoking chimney sits on the hill, a young girl and a tall spirit are walking along the path, silhouetted against a magnificent sunset sky filled with oranges and purples, breathtaking scenery.","Studio Ghibli style, a wide shot that slowly pulls back to reveal the vast scale of the wetlands. Chihiro and No-Face appear small as they walk along the long, narrow path towards the distant hill and cottage. The glorious sunset paints the sky in warm hues, emphasizing the journey's end and the magical setting."
77,5,中景,固定,钱婆婆,钱婆婆坐在纺车旁，戴着眼镜，正在专注地纺线。屋内温暖、杂乱，充满生活气息。,,"Studio Ghibli style, medium shot inside a cozy, cluttered cottage, an old kind-hearted witch with white hair is sitting at a spinning wheel, wearing glasses and concentrating on her spinning, warm firelight illuminates the room filled with books, fabrics, and knick-knacks, a sense of wisdom and domestic peace.","Studio Ghibli style, a static medium shot inside Zeniba's cottage. She is focused on spinning thread at her wheel, the fire crackling softly nearby. The room is detailed with countless handmade items, creating an atmosphere of warmth, wisdom, and humble magic. The scene is calm and inviting."
78,4,中景,推近,千寻,千寻站在门口，有些紧张地鞠躬，双手奉上印章和钱婆婆的发绳。,婆婆，我是来归还印章的，还有，这是您织的发绳。,"Studio Ghibli style, medium shot of a young girl standing at the doorway of a cottage, she bows respectfully, holding out a stolen gold seal and a handmade hair tie in her hands, her expression is earnest and slightly nervous, warm light from inside the cottage spills onto her, highlighting her sincerity.","Studio Ghibli style, a medium shot that slowly pushes in on Chihiro at the cottage door. She bows deeply, presenting the stolen seal and the hair tie with both hands. Her voice is respectful and sincere. The warm interior light contrasts with the cooler dusk outside, focusing on her act of apology and responsibility."
79,5,近景/特写,切换,钱婆婆,钱婆婆停下纺车，抬起头，透过眼镜慈祥地看着千寻。她微笑着，眼神温和。,好孩子，过来吧。重要的不是物品，而是心意。,"Studio Ghibli style, close-up of the old witch Zeniba's face, she looks up from her spinning wheel, her eyes are kind and warm behind her glasses, a gentle smile plays on her lips, firelight softly highlights the wrinkles on her face, expressing deep wisdom and unconditional acceptance.","Studio Ghibli style, a close-up shot of Zeniba's face. She stops spinning and looks up at Chihiro. Her expression transforms into one of immense kindness and understanding. The firelight flickers in her glasses as she delivers her line with a gentle, reassuring smile. The shot emphasizes her maternal wisdom."
80,6,中景,固定,千寻，钱婆婆，无脸男,千寻、无脸男和变成老鼠的坊宝宝围坐在桌前，钱婆婆为大家倒茶。气氛温馨融洽。,,"Studio Ghibli style, medium shot around a small wooden table in a cozy cottage, the kind witch pours tea for a young girl, a tall dark spirit, and a small mouse wearing a tiny hat, a simple meal is laid out, warm golden light from lamps and fireplace fills the scene, a feeling of friendship, family, and peace.","Studio Ghibli style, a static medium shot of the group gathered at the table. Zeniba pours tea for everyone, including No-Face and the mouse (Boh). Chihiro watches with a relaxed smile. The scene is filled with warm, domestic light and a sense of hard-earned camaraderie and simple happiness."
81,5,特写,缓慢推近,千寻,千寻低头看着手中钱婆婆为她织的发绳，眼神若有所思，记忆的碎片开始闪回。,,"Studio Ghibli style, extreme close-up on a young girl's hands holding a handmade purple hair tie, her fingers gently trace the woven pattern, her expression is distant and thoughtful as memories begin to surface, soft focus on the hair tie, shallow depth of field, emotional and introspective moment.","Studio Ghibli style, an extreme close-up on Chihiro's hands holding the hair tie. The camera very slowly pushes in on the object. Her fingers move over it thoughtfully. The focus is soft, suggesting a internal journey as fragmented memories of a river and a boy start to connect in her mind. The atmosphere is quiet and pivotal."
82,4,快速切换/叠化,主观镜头,千寻（记忆）,快速闪回画面：琥珀川的河水，小时候的千寻掉进河里，被水流托起。,,"Studio Ghibli style, quick flashback sequence, subjective POV from underwater, looking up at the sunlight filtering through the surface of a river named Kohaku River, a small pair of red shoes sinks, then the view shifts to being safely carried by the clear, flowing water, dreamlike and fluid animation.","Studio Ghibli style, a series of very brief, overlapping flashback shots. A subjective, underwater view of sunlight on a river's surface. A glimpse of small red shoes. The sensation of being buoyed by gentle currents. The editing is quick and fluid, mimicking the rush of a long-forgotten memory returning."
83,5,特写,固定,千寻,千寻猛地抬起头，眼睛睁大，瞳孔收缩，脸上浮现出震惊和恍然大悟的表情。,我想起来了！,"Studio Ghibli style, extreme close-up on the young girl's face, her eyes are wide open with shock and realization, her pupils contract, her mouth is slightly agape, the warm light of the room catches the determination in her expression, a moment of profound epiphany and emotional clarity.","Studio Ghibli style, a tight close-up on Chihiro's face. Her eyes snap open wide with sudden, electrifying realization. The camera holds perfectly still, capturing every micro-expression of shock turning into absolute certainty. She whispers the line with breathless intensity. This is the critical moment of memory retrieval."
84,4,中景,快速推近,千寻,千寻激动地转向钱婆婆，双手握拳放在胸前，身体前倾，急切地想要分享她的发现。,白龙的真名是…琥珀川！他真正的名字，是琥珀川！,"Studio Ghibli style, medium shot, the young girl turns excitedly towards the old witch, she leans forward with her fists clenched near her chest, her face is alight with urgency and joy, the warm cottage background is slightly blurred, focusing on her energetic movement and emotional outburst.","Studio Ghibli style, a medium shot that quickly pushes in on Chihiro as she turns to Zeniba. Her body language is full of urgent energy—leaning forward, fists clenched. She delivers the line with triumphant conviction. The camera movement matches her sudden excitement and the importance of the revelation."
85,5,近景,固定,钱婆婆,钱婆婆欣慰地笑了，轻轻点头，眼神中充满赞许和鼓励。,很好。那么，你就不会忘记他了。,"Studio Ghibli style, close-up of the old witch Zeniba, she nods slowly with a knowing and proud smile, her eyes crinkle at the corners, full of warmth and approval for the girl's achievement, firelight glints on her glasses, emphasizing her role as a guide and confidante.","Studio Ghibli style, a close-up reaction shot of Zeniba. She listens to Chihiro's revelation and responds with a slow, deep nod and a serene, proud smile. Her line is delivered with gentle finality and wisdom. The shot confirms the success of Chihiro's personal quest and the power of remembered identity."
86,6,中景,跟随,千寻，无脸男，坊宝宝,在钱婆婆的指导下，千寻、无脸男和坊宝宝一起协作，纺线织布，为千寻制作一条新的发带。,,"Studio Ghibli style, medium shot inside the cozy cottage, the young girl, the tall dark spirit, and a small mouse are all working together at a loom under the guidance of the old witch, hands are busy weaving colorful threads, focused and cooperative work, warm light, a scene of communal effort and creation.","Studio Ghibli style, a medium shot that follows the group's activity around the loom. Chihiro, No-Face, and Boh (as a mouse) work in harmony, guided by Zeniba's instructions. The camera moves gently to show each contributing. This scene visualizes the theme of healing through meaningful work and friendship."
87,5,特写,缓慢拉出,千寻,特写千寻专注纺线的双手，动作从生涩逐渐变得流畅，象征着她的成长和内心的平静。,,"Studio Ghibli style, extreme close-up on a young girl's hands skillfully working at a traditional spinning wheel, the motion is careful and becomes smooth, colorful threads twist together, soft light highlights the texture of the thread and her focused movements, symbolic of patience and personal growth.","Studio Ghibli style, an extreme close-up on Chihiro's hands at the spinning wheel. The camera slowly pulls back as her movements gain confidence and rhythm. The spinning thread becomes a visual metaphor for her regained sense of self, purpose, and the weaving together of her experiences. The moment is meditative."
88,4,中景,固定,钱婆婆,钱婆婆将织好的、带有魔法符文的紫色发带递给千寻，表情慈祥而庄重。,这发带会保护你的。,"Studio Ghibli style, medium shot, the old witch hands a beautifully woven purple hairband with intricate magical symbols to the young girl, her expression is solemn and loving, the hairband glows slightly in the cottage light, representing a gift of protection, blessing, and farewell.","Studio Ghibli style, a static medium shot of the gift exchange. Zeniba presents the finished, magically embroidered hairband to Chihiro. The shot holds on the moment of transfer, emphasizing the weight of the gift—not just an object, but a token of protection, love, and the lessons learned."
89,5,近景,推近,千寻,千寻双手接过发带，紧紧贴在胸前，眼中含着感激的泪光，深深地向钱婆婆鞠躬。,谢谢您，婆婆。,"Studio Ghibli style, close-up of the young girl, she accepts the hairband with both hands and holds it reverently to her chest, her eyes are glistening with tears of gratitude, she bows deeply, her hair falling forward, expressing profound thankfulness and emotional closure.","Studio Ghibli style, a close-up that pushes in on Chihiro's face as she receives the gift. Her eyes well up with emotion. She clutches the hairband and bows deeply. The camera move emphasizes the sincerity of her gratitude and the completion of her journey at the cottage. It's a moment of heartfelt farewell."
90,6,全景,拉远,千寻，无脸男,黎明时分，千寻和无脸男站在来时的小路上，回头望向山坡上钱婆婆点着灯的小屋，然后转身走向隧道。,,"Studio Ghibli style, wide shot at dawn, the young girl and the tall spirit stand on the wooden walkway, looking back at the small, warm-lit cottage on the hill against a soft blue and pink morning sky, they then turn to walk away towards the dark tunnel entrance, a bittersweet feeling of departure.","Studio Ghibli style, a wide shot that slowly pulls back to frame Chihiro and No-Face as small figures on the path. They take one last look at Zeniba's glowing cottage in the distance. Then, they turn and begin walking toward the foreboding tunnel. The cool morning light and vast landscape underscore the transition back to their own world."
91,5,中景,跟随,千寻，无脸男,千寻和无脸男走进黑暗的隧道入口，身影逐渐被黑暗吞没，只有千寻头上的新发带微微反光。,,"Studio Ghibli style, medium shot from behind, a young girl and a tall spirit walk into the dark mouth of a stone tunnel, their silhouettes are swallowed by the darkness, the only visible detail is the girl's purple hairband catching a faint light, creating a sense of mystery and passage between worlds.","Studio Ghibli style, a following medium shot from behind as Chihiro and No-Face enter the tunnel. The camera follows them in, the light fading rapidly. Their figures become silhouettes against the darkness. The magical hairband is the last detail visible, a symbol of her journey, before they disappear from view."
92,4,主观镜头,向前移动,千寻,千寻的主观视角：在漆黑的隧道中向前走，前方尽头出现一个越来越亮的光点。,,"Studio Ghibli style, first-person POV shot walking through a pitch-black, damp stone tunnel, the only light is a small, bright circular opening at the far end, the light grows larger and brighter with each step, creating a tunnel vision effect, anticipation of exiting to the normal world.","Studio Ghibli style, a subjective POV shot from Chihiro's perspective. The camera moves steadily forward through complete darkness in the tunnel. A small, bright circle of daylight is visible at the far end. As she walks, the circle grows larger, building anticipation for the return to her own world."
93,5,全景,从隧道内向外摇摄,千寻，无脸男,千寻和无脸男从隧道走出，刺眼的阳光让他们眯起眼睛。他们回到了隧道外的草丛，世界看起来普通而安静。,,"Studio Ghibli style, wide shot from inside the tunnel looking out, the young girl and the spirit step out into bright daylight, squinting their eyes against the sun, they are back in the overgrown grassy area near the tunnel entrance, the ordinary world looks serene and still, a stark contrast to the spirit world.","Studio Ghibli style, a wide shot that starts inside the tunnel and pans with them as they step out into the blinding sunlight. They shield their eyes. The camera reveals the familiar, mundane landscape—tall grass, the tunnel mouth statue. The sound changes to normal wind and birds, marking the return to reality."
94,6,中景,固定,千寻，无脸男,千寻转过身，面对无脸男。无脸男静静地站着。千寻对他微笑，那是一种告别和感谢的微笑。,你要保重哦。,"Studio Ghibli style, medium shot, the young girl turns to face the tall dark spirit, she gives him a warm, gentle smile that conveys gratitude and farewell, the spirit stands motionless, his mask-like face somehow expressing understanding, bright natural daylight, tall grass swaying in the breeze around them.","Studio Ghibli style, a static medium two-shot. Chihiro turns to No-Face. She smiles at him, a smile full of warmth, gratitude, and acceptance of their parting. No-Face remains still, a silent companion to the end. The breeze rustles the grass. Her line is soft and heartfelt, a final kindness."
95,8,全景,缓慢拉高，鸟瞰,千寻,千寻独自一人，头也不回地走向隧道外的山坡，走向她父母等待的汽车。阳光洒在她身上，她的步伐坚定。,,"Studio Ghibli style, wide aerial shot, a lone young girl walks determinedly up a grassy hill away from the tunnel, her small figure is bathed in golden morning sunlight, her parents' car is visible in the distance at the top of the hill, the landscape is peaceful, symbolizing her return home and her inner growth.","Studio Ghibli style, a wide shot that slowly pulls up and back into an aerial view. Chihiro, now alone, walks steadily up the hill towards her parents' car without looking back. The morning sun illuminates her path. The camera ascends, showing her small but resolute figure in the vast landscape, concluding her journey with a sense of peace and maturity."
